2025-11-13 13:59:07.113 | DEBUG    | db.merge_sync:sync_explore_data_merge_to_remote:52 - 使用数据库文件路径: D:\PycharmProjects\XHS-OCR\db\ocr_data.db
2025-11-13 13:59:07.138 | DEBUG    | db.merge_sync:sync_to_local_sqlite:412 - SQLite插入SQL:

                        INSERT OR IGNORE INTO s_xhs_merged_data_ocr ("2秒退出率", "封面点击率", "数据ID", "占总观看", "涨粉数", "数据来源", "内容类型", "观看来源-关注页面", "弹幕数", "收藏数", "占总曝光", "采集日期", "观看转化率", "点赞数", "平均观看时长", "观看来源-视频推荐", "观看来源-首页推荐", "观看互动率", "分享数", "观看来源-其他来源", "账号ID", "评论数", "观看来源-个人主页", "完播率", "观看来源-搜索", "曝光数", "链接", "设备IP", "作品标题", "观看数")
                        VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
                    
2025-11-13 13:59:07.138 | DEBUG    | db.merge_sync:sync_to_local_sqlite:419 - 准备插入 3 行数据
2025-11-13 13:59:07.138 | DEBUG    | db.merge_sync:sync_to_local_sqlite:423 - SQL语句影响的行数: 0
2025-11-13 13:59:07.138 | INFO     | db.merge_sync:sync_to_local_sqlite:427 - 成功同步 3 条记录到本地SQLite数据库，表名: s_xhs_merged_data_ocr
2025-11-13 13:59:07.138 | DEBUG    | db.merge_sync:sync_to_local_sqlite:432 - 验证: 表 s_xhs_merged_data_ocr 中现有 3 行数据
2025-11-13 13:59:07.138 | DEBUG    | db.merge_sync:sync_to_local_sqlite:438 - 表 s_xhs_merged_data_ocr 数据示例: [(1, '', '0', '0', '279', '', '视频', '0', '1944609540455948358', '', '0', '1', '', '', '5.2', '49%', 20251112, '59', '', '这个嘎子姐的星星卡点太美萌了', '3', '1894230222988058625', '', '10.4%', '', '', '172.25.1.41', '', 'http://xhslink.com/o/9lIlKBscMet', '16.3%'), (2, '', '0', '2', '3631', '', '图文', '9', '1944609540455948358', '', '', '4', '', '', '24.1', '', 20251112, '723', '', '嘎子姐的改装脚测评', '11', '1894230222988058625', '', '19.9%', '', '', '172.25.1.41', '', 'http://xhslink.com/o/2szuAHmkUXy', ''), (1, '72.4%', '', '', '752', '', '图文', '0', '1944609540455948358', '80.3%', '', '0', '3.3%', '6.6%', '9.3', '', 20251112, '110', '15.7%', '嘎子姐换脚教程来啦', '2', '1894230222988058625', '2%', '', '14.6%', '1.8%', '172.25.1.41', '', 'http://xhslink.com/o/8sOLOcSMMhF', '')]
2025-11-13 13:59:07.138 | INFO     | db.merge_sync:sync_explore_data_merge_to_remote:169 - 融合数据已保存到本地SQLite数据库，表名: s_xhs_merged_data_ocr，融合类型: related
